"A list of the fifteen operas most frequently performed in recent times includes no works by the nineteenthcentury German composer Richard Wagner. Although music producers tend to produce what audiences want, relative infrequency of performance probably does not indicate lack of popularity in Wagner's case, since Wagner's operas are notoriously expensive to perform on stage. 
Which of the following, if true, most strongly supports the conclusion of the argument above？ 
(A)The list of most frequently performed operas does not include operas produced by small amateur groups. 
(B)Some opera companies are backed by patrons who are willing to commit large sums of money in order to enjoy lavish productions. 
(C)All of the fifteen most frequently performed operas of recent times are works that have been popular for at least 75 years. 
(D)More recordings have been produced recently of the works of Wagner than of the works of any other composer of opera. 
(E)Operatic works of all kinds have been increasing in popularity in recent years.",D
"The bodies of dwarf individuals of mammalian species are generally smaller in relation to those of nondwarf individuals than are the teeth of the dwarf individuals in relation to those of the nondwarf individuals. Fragmentary skeletal remains of an adult dwarf woolly mammoth were recently found. The teeth are three-fourths the size of the teeth of an average adult nondwarf woolly mammoth. 
The statements above, if true, most strongly support which of the following？ 
(A)The body of the dwarf woolly mammoth was less than three-fourths the size of the body of an average adult nondwarf woolly mammoth. 
(B)None of the teeth of the dwarf woolly mammoth that were recently discovered was as large as any of the teeth of nondwarf woolly mammoths that have been discovered. 
(C)The teeth of most adult dwarf individuals of mammalian species are three- fourths the size of the teeth of the adult nondwarf individuals of the same species. 
(D)Dwarf woolly mammoths had the same number of teeth as did nondwarf woolly mammoths. 
(E)Dwarf individuals of most mammalian species are generally no more than three-fourths the size of the adult nondwarf individuals of those species.",A
"Excluding purchases by businesses, the average amount spent on a factory-new car has risen 30 percent in the last five years. In the average household budget, the proportion spent on car purchases has remained unchanged in that period. Therefore the average household budget must have increased by 30 percent over the last five years. 
Which of the following is an assumption on which the argument relies？ 
(A)The average number of factory-new cars purchased per household has remained unchanged over the last five years. 
(B)The average amount spent per car by businesses buying factory-new cars has risen 30 percent in the last five years. 
(C)The proportion of the average household budget spent on all car-related expenses has remained unchanged over the last five years. 
(D)The proportion of the average household budget spent on food and housing has remained unchanged over the last five years. 
(E)The total amount spent nationwide on factorynew cars has increased by 30 percent over the last five years.",A
"Armtech, a temporary-employment agency, previously gave its employees 2.5 paid vacation days after each 700 hours worked. Armtech's new policy is to give its employees 5.0 paid vacation days after each 1,200 hours worked. Therefore, this new policy is more generous to Armtech employees in giving them more vacation days per hour worked than the old policy did. 
Which of the following is an assumption on which the argument depends？ 
(A) Most current Armtech employees approve of the company's new vacation policy. 
(B) A few Armtech employees leave the company before having worked 700 hours. 
(C) Most Armtech employees were not aware that the company planned to change its vacation policy until after it had already done so. 
(D) A significant portion of Armtech employees stay with the company long enough to work for 1,200 hours. 
(E) Armtech's new vacation policy closely matches the vacation policies of competing temporary employment agencies.",D
"The global population of frogs has declined in recent years while the amount of ultraviolet radiation reaching the Earth has increased. Since the genetic material in frog eggs is harmed when exposed to ultraviolet radiation, and since the eggs themselves are not protected by shells or leathery coverings but are gelatinous, the frog population decline is probably due, at least in part, to the ultraviolet radiation increase. 
Which of the following, if true, provides the strongest support for the argument？ 
(A) Even in those regions where there has been no significant increase in ultraviolet radiation, only a small proportion of the frog eggs that are laid ever hatch. 
(B) In areas where there has been the least decline in frog populations, populations of species of insects that frogs eat have decreased. 
(C) The eggs of frog species whose populations are declining tend to have higher concentrations of damaging pesticides than do the eggs of frog species whose populations have not declined. 
(D) In many places where turtles, which lay eggs with tough, leathery coverings, share habitats with frogs, turtle populations are also in decline. 
(E) Populations of frog species that hide their eggs beneath rocks or under sand have declined considerably less than have populations of frog species that do not cover their eggs.",E
"To improve productivity, manufacturing companies have recently begun restructuring work to produce more goods with fewer assembly-line workers, and the companies have laid off many workers as a consequence. The workers laid off have been those with the least seniority(time on the job), generally the younger workers. 
The statements above, if true, most strongly support which of the following as a conclusion？ 
(A) The products manufactured by the companies are not undergoing design changes while the manufacturing jobs are being restructured. 
(B) When assembly-line workers have made suggestions for improvements in manufacturing processes, some suggestions have been implemented, but many have not. 
(C) Assembly-line workers now need increased reading and mathematical skills to do their jobs. 
(D) Some of the innovations in assembly-line processes and procedures that were made to increase productivity have instead proved to be counterproductive. 
(E) The manufacturing companies are increasing the average age of their assembly-line workforce while still seeking to increase production.",E
"During the nineteenth century, Britain's urban population increased as its rural population diminished. A historian theorizes that, rather than industrialization's being the cause, this change resulted from a series of migrations to urban areas, each occasioned by a depression in the agrarian economy. To test this hypothesis, the historian will compare economic data with population census data. 
The historian's hypothesis would be most strongly supported if which of the following were found to be true？ 
(A) The periods of greatest growth in the industrial economy were associated with a relatively rapid decline in the rural population. 
(B) The periods of greatest weakness in the agrarian economy were associated with relatively slow growth in the population as a whole. 
(C) Periods when the agrarian economy was comparatively strong and the industrial economy comparatively weak were associated with a particularly rapid decline in the rural population. 
(D) Periods when the agrarian and industrial economies were both strong were associated with particularly rapid growth in the urban population. 
(E) The periods of greatest strength in the agrarian economy were associated with relatively slow growth in the urban population.",E
"Politician：Each year, small businesses create more jobs than do large established businesses. Therefore, in order to reduce unemployment in the long term, we should provide incentives for starting small businesses rather than for expanding established large businesses. 
Which of the following, if true, casts the most doubt on the politician's argument？ 
(A) In general, people employed by small businesses report higher job satisfaction than do people employed by large businesses. 
(B) Among the currently unemployed are many people with sufficient job skills to perform the jobs that small businesses would create. 
(C) Providing an effective incentive for starting a business generally costs significantly less than providing an effective incentive for expanding a large business. 
(D) A high proportion of small businesses fail within three years of starting because of their owners' inexperience. 
(E) The average large business contributes more money to politicians’ campaign funds than the average small business does.",D
"In the workplace, influenza is typically spread by infected individuals to others with whom they work in close quarters. A new medication that suppresses the symptoms of influenza therefore will actually increase the number of influenza cases, because this medication will allow people who would otherwise be home in bed to return to work while infected. 
Which of the following, if true, most seriously challenges the prediction？ 
(A) Coughing, a symptom of influenza that the new medication suppresses, is a primary mechanism in the spread of this illness. 
(B) Some medications that are used to suppress symptoms of influenza are also used by many people to treat symptoms that are caused not by influenza but by other illnesses. 
(C) Many workers who now remain at home when infected with influenza do so because the symptoms of influenza prevent them from performing their jobs effectively. 
(D) Most adults who are immunized against influenza in order to avoid being infected are over 65 years old and retired and thus do not work outside the home. 
(E) Symptoms of an illness are often the body's means of curing itself of the illness, and therefore suppression of symptoms can prolong the illness that causes them.",A
"Editorial：Critics of nuclear power complain about the allegedly serious harm that might result from continued operation of existing nuclear power plants. But such concerns do not justify closing these plants；after all, their operation has caused no more harm than that caused by pollution generated by coal-and oil-burning power plants, the most important other sources of energy.
Which of the following is an assumption on which the argument depends？ 
(A) Existing nuclear power plants should be closed only if it can be conclusively demonstrated that their continued operation is likely to cause harm more serious than the harm their operation has already caused. 
(B) Closing existing nuclear power plants would require greatly increased reliance on coal-and oil-burning power plants. 
(C) The harm that has resulted from operation of existing coal-and oil-burning power plants has been significant. 
(D) The harm that a nuclear power plant is likely to cause as it continues to operate can be reliably predicted from the past history of nuclear power plants. 
(E) The only harm that has resulted from operation of existing coal-and oil-burning power plants has resulted from the pollution generated by these plants.",D
"Drug manufacturer: Although our company requires that patients who use our new drug also purchase from us nonreusable kits for weekly blood testing, the expense of those kits is an entirely necessary one: weekly blood testing must be done to monitor the drug's potential side effects, which can be very dangerous. 
Which of the following, if true, most seriously weakens the manufacturer's argument? 
(A) The expense of purchasing the blood-test kits has not prevented any patients from obtaining them or the drug. 
(B) Medical laboratories can perform the blood testing at a lower cost to patients or their insurers than the price the manufacturer charges for the kits. 
(C) A one-year supply of the drug and the weekly blood-test kits can cost patients or their insurers over $10,000. 
(D) Most government and other health insurance programs will not reimburse patients for the full cost of both the drug and the blood-test kits. 
(E) Patients who suffer one or more of the dangerous side effects of the drug can incur heavy expenses for the treatment of those side effects.",B
"Virginia and her brother William disagree over when their father was born: Virginia claims it was in 1935 and William claims it was in 1933. The hospital where their father was born has no records for 1933 but has complete records for 1935—records that do not include a birth record for their father. Therefore, he must have been born in 1933. 
The argument depends on which of the following assumptions? 
(A) Either Virginia's claim or William's claim is correct. 
(B) The records of the hospital where their father was born date back to 1933. 
(C) Virginia and William know the day and the month of their father's birth. 
(D) There are urgent practical reasons why Virginia and William must know the date of their father's birth. 
(E) None of their other relatives knows the year in which Virginia and William's father was born.",A
"The town of San Leonardo has recently enacted a law banning smoking in all restaurants within town limits. Since many smokers who normally dine in San Leonardo's restaurants will not want to refrain from smoking during their meals, San Leonardo's restaurants will undoubtedly lose many patrons and considerable income. 
Which of the following, if true, most helps to strengthen the argument above? 
(A) Most residents of San Leonardo who eat in restaurants are not smokers. 
(B) Most smokers who dine in the company of nonsmokers are willing to refrain from smoking during their meals. 
(C) If the law banning smoking in restaurants had not been enacted, it is likely that a more stringent law banning smoking in all public places in San Leonardo would have been enacted instead. 
(D) Prior to the enactment of the law banning smoking in San Leonardo's restaurant, the town had a law that required most restaurants to have nonsmoking sections. 
(E) None of the other communities adjacent to San Leonardo, which have restaurants comparable to those of San Leonardo, has enacted and enforces any antismoking legislation.",E
"Children whose biological parents both have Tic Syndrome Z (TSZ), which is characterized by the involuntary contraction of certain muscles, are about four times more likely to develop such contractions than are children whose biological parents do not have TSZ, It is likely, therefore, that predisposition to TSZ is an inherited trait. 
Which of the following, if true, would most strengthen the conclusion above? 
(A) Children whose parents have TSZ are more likely to develop TSZ if they are under unusual stress at school or at home than if they are not under such stress. 
(B) Children whose biological parents do not have TSZ are more likely to develop TSZ if they are raised by adoptive parents with TSZ than if they are raised by their biological parents. 
(C) Children whose biological parents have TSZ are as likely to develop TSZ if they are raised by adoptive parents who do not have TSZ as if they are raised by their biological parents. 
(D) Children whose biological parents have TSZ and who develop TSZ usually avoid developing a severe form of the syndrome if they seek treatment for TSZ shortly after developing the first signs of it. 
(E) Children with TSZ whose biological parents do not have TSZ are less likely to have the syndrome diagnosed when symptoms first appear than are children with TSZ whose biological parents have TSZ.",C
"Playing eighteenth-century music on the instruments of that period provides valuable information about how the music originally sounded. Eighteenth-century instruments cannot be played without being restored, however, and restoring such an instrument destroys all of the information that researchers could obtain from it about eighteenth-century instrument-making techniques.
If the statements above are true, which of the following must be true on the basis of them? 
(A) Eighteenth-century instruments cannot be used to provide information about the original techniques used in playing such instruments if they have been restored. 
(B) Eighteenth-century instruments that have been restored can provide information only about how eighteenth-century music originally sounded 
(C) Eighteenth-century instruments are the only source of information about the instrument-making techniques of that period. 
(D) An eighteenth-century instrument that has not been restored can provide more information than can one that has been restored. 
(E) An eighteenth-century instrument cannot serve as a source of new information about eighteenth-century instrument-making techniques once it can be played",E
"A new and more aggressive form of the fungus that caused the Irish potato famine of the nineteenth century has recently arisen. However, since this new form of the fungus can be killed by increased application of currently used fungicides, it is unlikely that the fungus will cause widespread food shortages in countries that currently rely on potatoes for sustenance. 
Which of the following, if true, most calls into question the conclusion in the argument above? 
(A) Though potatoes are an important staple crop in many parts of the world, people in most countries rely primarily on wheat or rice for sustenance. 
(B) Potato farmers in many countries to which the new form of the fungus has spread cannot afford to increase their spending on fungicides. 
(C) The new form of the fungus first began to spread when contaminated potato seeds were inadvertently exported from a major potato-exporting country. 
(D) Potato farmers in most countries use several insecticides on their crops in addition to fungicides of the sort that kill the new form of the fungus. 
(E) Most governments have funds set aside that can be used to alleviate the effects of large-scale disasters such as severe food shortages and floods.",B
"As government agencies, faced with budget difficulties, reduce their funding for scientific research, a greater amount of such research is being funded by private foundations. This shift means that research projects likely to produce controversial results will almost certainly comprise a smaller proportion of all funded research projects, since private foundations, concerned about their public image, tend to avoid controversy. 
Which of the following is an assumption on which the argument depends? 
(A) Only research that is conducted without concern for the possibility of generating controversy is likely to produce scientifically valid results. 
(B) Private foundations that fund scientific research projects usually recognize that controversial results from those projects cannot always be avoided. 
(C) Scientists who conduct research projects funded by private foundations are unlikely to allow the concerns of the funding organizations to influence the manner in which they conduct the research. 
(D) Many government agencies are more concerned about their public image than are most private foundations. 
(E) Government agencies are more willing than are private foundations to fund research projects that are likely to produce controversial results.",E
"Juries in criminal trials do not base verdicts on uncorroborated testimony given by any one witness. Rightly so, because it is usually prudent to be highly skeptical of unsubstantiated claims made by any one person. But then, to be consistent, juries should end an alltoo-common practice: convicting defendants on the basis of an uncorroborated full confession. 
Which of the following, if true, most strengthens the argument above? 
(A) Juries often acquit in cases in which a defendant retracts a full confession made before trial. 
(B) The process of jury selection is designed to screen out people who have a firm opinion about the defendant's guilt in advance of the trial. 
(C) Defendants sometimes make full confessions when they did in fact do what they are accused of doing and have come to believe that the prosecutor has compelling proof of this. 
(D) Highly suggestible people who are accused of wrongdoing sometimes become so unsure of their own recollection of the past that they can come to accept the accusations made against them. 
(E) Many people believe that juries should not convict defendants who have not made a full confession.",D
"Although spinach is rich in calcium, it also contains large amounts of oxalic acid, a substance that greatly impedes calcium absorption by the body. Therefore, other calcium-containing foods must be eaten either instead of or in addition to spinach if a person is to be sure of getting enough calcium. 
Which of the following, if true, most seriously weakens the argu-ment above? 
(A)Rice, which does not contain calcium, counteracts the effects of oxalic acid on calcium absorption. 
(B) Dairy products, which contain even more calcium than spinach does, are often eaten by people who eat spinach on a regularbasis. 
(C) Neither the calcium nor the oxalic acid in spinach is destroyed when spinach is cooked. 
(D) Many leafy green vegetables other than spinach that are rich in calcium also contain high concentrations of oxalic acid. 
(E) Oxalic acid has little effect on the body's ability to absorb nutrients other than calcium.",A
"Joyce: Three years ago the traffic commission modified our town's busiest intersection for better visibility, a commendable effort to cut down on traffic accidents there. 
Gary: Over the past three years there have been more, not fewer, traffic accidents per week at that intersection, so the modification has increased the likelihood of accidents there 
The answer to which of the following questions would be most useful in evaluating Gary's argument? 
(A) What proportion of the town's drivers involved in accidents that occurred prior to the modification suffered personal injury in their accidents? 
(B) How long, on average, had the members of the traffic commission held their offices when the modification was implemented? 
(C) Do a majority of the town's residents approve of the traffic commission's overall performance? 
(D) What measures have nearby towns taken within the last three years in order to improve visibility at dangerous intersections? 
(E) How has the volume of traffic at the town's busiest intersection changed over the last three years?",E
"Women make up the majority of the population in the country, and many of the prescriptions written by doctors for tranquilizers are for women patients. The testing of these drugs for efficacy and the calibration of recommended doses, however, was done only on men. Not even the animals used to test toxicity were female. 
The statements above, if true, best support which of the following as a conclusion? 
(A) Some tranquilizers are more appropriately prescribed for women than for men. 
(B) There have been no reports of negative side effects from prescribed tranquilizers in women 
(C) Tranquilizers are prescribed for patients in some instances when doctors do not feel confident of their diagnoses. 
(D) The toxicity of drugs to women is less than the toxicity of the same drugs to men. 
(E) Whether the recommended dosages of tranquilizers are optimal for women is not known.",E
"Gray wolves have been absent from a large national park for decades. Park officials wish to reestablish the wolves without jeopardizing any existing species of wildlife there. Since the park contains adequate prey for the wolves and since the wolves avoid close contact with people, reintroducing them would serve the officials' purpose without seriously jeopardizing visitors' safety. 
Each of the following, if true, strengthens the argument above EXCEPT: 
(A) The park is so large that wolves will not need to venture into areas frequented by people. 
(B) Rabies is very rare in wolves, and there have been no verified cases of serious human injuries from nonrabid wild wolves since records have been kept. 
(C) Ranchers in the region near the park have expressed concern that gray wolves, if reintroduced, would sometimes prey on their livestock. 
(D) Predation by gray wolves on elk in the park is likely to improve the health and viability of the park's elk population as a whole by reducing malnutrition among the elk. 
(E) Wolves do not prey on animals of any endangered species that currently inhabit the park.",C
"Osteoporosis is a disease that reduces bone mass, leading to fragile bones that break easily. Current treatments for osteoporosis such as estrogen or calcitonin help prevent further loss of bone but do not increase bone mass. Since fluoride is known to increase bone mass, administering fluoride to osteoporosis patients would therefore help make their bones less susceptible to breaking. 
Which of the following, if true, most seriously weakens the argument above? 
(A) Most people who suffer from osteoporosis are not aware that administration of fluoride can increase bone mass. 
(B) Fluoride is added to drinking water in many locations in order to strengthen the teeth of people who drink the water. 
(C) The risk of contracting osteoporosis and other degenerative bone diseases is lessened by exercise and an adequate intake of calcium. 
(D) Unlike administration of fluoride, administration of estrogen or calcitonin is known to cause undesirable side effects for many people. 
(E) The new bone mass that is added by the administration of fluoride is more brittle and less elastic than normal bone tissue.",E
"The closest distance from which an asteroid has been photographed using ground-based radar is 2.2 million miles, the distance from which the asteroid Toutatis was recently photographed. The closest photograph of an asteroid is of Gaspra, which was photographed from a distance of only 10,000 miles.
Which of the following can be properly concluded from the statements above? 
(A) Toutatis is more likely to collide with the Earth than Gaspra is. 
(B) Toutatis, unlike Gaspra, has only recently been discovered. 
(C) Asteroids can be photographed only by using ground-based radar. 
(D) Ground-based radar photography cannot take photographs of objects much beyond 2.2 million miles from Earth. 
(E) The photograph of Gaspra was not taken using ground-based radar.",E
"Which of the following most logically completes the argument below? 
Alone among living species, human beings experience adolescence, a period of accelerated physical growth prior to full maturity. Whether other hominid species, which are now all extinct and are known only through the fossil record, went through adolescence cannot be known, since 
(A) the minimum acceleration in physical growth that would indicate adolescence might differ according to species 
(B) the fossil record, though steadily expanding, will always remain incomplete 
(C) detecting the adolescent growth spurt requires measurements on the same individual at different ages 
(D) complete skeletons of extinct hominids are extremely rare 
(E) human beings might be the first species to benefit from the survival advantages, if any, conferred by adolescence",C
"Fossils of the coral Acrocora palmata that date from the last period when glaciers grew and consequently spread from the polar regions are found at ocean depths far greater than those at which A. palmata can now survive. Therefore, although the fossilized A. palmata appears indistinguishable from A. palmata now living, it must have differed in important respects to have been able to live in deep water. 
The argument depends on the assumption that 
(A) no fossils of the coral A. palmata have been found that date from periods when glaciers were not spreading from the polar regions 
(B) geological disturbances since the last period during which glaciers spread have caused no major downward shift in the location of A. palmata fossils 
(C) A. palmata now live in shallow waters in most of the same geographical regions as those in which deep-lying A. palmata fossils have been found 
(D) A. palmata fossils have been found that date from each of the periods during which glaciers are known to have spread from the polar region 
(E) A. palmata can live at greater depths where the ocean temperature is colder than they can where the ocean temperature is warmer",B
"Conservationists have believed that by concentrating their preservation efforts on habitats rich in an easily surveyed group of species, such as birds, they would thereby be preserving areas rich in overall species diversity. This belief rests on a view that a geographical area rich in one group of species will also be rich in the other groups characteristic of the entire regional climate zone.
Which of the following findings about widely scattered tracts 10 kilometers by 10 kilometers in a temperate climate zone would most seriously challenge the conservationists' assumptions? 
(A) The tracts show little damage from human intrusion and from pollution by human activities. 
(B) Where a certain group of species, such as birds, is abundant, there is also an abundance of the species, such as insects, on which that group of species feeds, or in the case of plants, of the land and water resources it requires. 
(C) The area of one of the tracts is generally large enough to contain a representative sample of the organisms in the region. 
(D) There is little overlap between the list of tracts that are rich in species of butterflies and the list of those that are rich in species of birds. 
(E) The highest concentration of individuals of rare species is found where the general diversity of species is greatest.",D
"Drug companies lose money when manufacturing drugs that cure those suffering from rare diseases because selling a drug to only a few people usually does not recoup manufacturing expenses．Therefore, a company manufacturing any of the drugs that cure those suffering from loxemia, an extremely rare disease, will undoubtedly lose money． 
Which of the following, if true, most seriously weakens the conclusion above？ 
(A)Several drugs that cure those suffering from loxemia also cure those suffering from very common illnesses．
(B)Most of those who contract loxemia also contract another illness concurrently． 
(C)Most of the drug companies that manufacture drugs that cure rare diseases do not manufacture drugs that cure loxemia． 
(D)A sizable number of people are afflicted with one or another rare disease even though each rare disease afflicts only a small number of people．
(E)The larger the amount of a drug that is manufactured, the lower the manufacturing expense for each unit of the drug that is produced．",A
"The tomb of a warrior killed in 1501 bears a sculpted portrait depicting him dressed for battle．Some historians attribute the portrait to an artist from that century, but of the many references to the tomb in surviving documents, none that predates the 1800's mentions the portrait．The portrait is therefore more likely the work of a much later artist． 
Which of the following, if true, would also support the conclusion of the argument if substituted for the evidence given concerning the portrait？ 
(A)The portrait of the warrior was commissioned by the family of the warrior's widow． 
(B)References in surviving documents mention that an artist was paid in 1525 for an unspecified number of works for the church in which the tomb is located 
(C)The warrior is depicted in the portrait as wearing boots made of a material not used for boots until the 1700's． 
(D)Some other art treasures from the church in which the tomb is located have been reliable dated to the 1400's．
(E)The portrait of the warrior on the tomb strongly resembles a portrait of him known to have been completed during his lifetime．",C
"Scientist：More than 1, 000 large asteroids regularly cross the Earth's path．Even though the probability of one colliding with the Earth is extremely slight, we should do whatever we can to reduce that probability since any such collision would be catastrophic．The best way to avoid such a disaster is to deflect the asteroids．The only known way of deflecting asteroids is by hitting them with nuclear weapons that would be stored in space stations． 
The scientist’s claims are structured so as to lead to which of the following conclusions？ 
(A)Nuclear technology is the only technology that can plausibly be used to prevent natural catastrophes． 
(B)Nuclear weapons should be deployed in space． 
(C)No catastrophe has yet been caused by the collision of an asteroid with the Earth． 
(D)The 1, 000 large asteroids that cross the Earth's path pose only an extremely slight risk of colliding with the Earth． 
(E)There is currently no acceptable use to which nuclear weapons can be put, aside from protecting the Earth from asteroids",B
"It has long been thought that high levels of the hormone testosterone contribute to the onset of heart disease in men．However, this view cannot be correct, since men who have heart disease typically show significantly lower levels of testosterone than do men who have not had heart disease． 
The argument above assumes which of the following？ 
(A)Many men who have never had heart disease have unusually low levels of testosterone． 
(B)Having heart disease does not significantly lower the level of testosterone in men． 
(C)Levels of hormones other than testosterone significantly affect the likelihood that a man will develop heart disease． 
(D)Heart disease and lowered testosterone levels in men are the effects of a single common cause． 
(E)High levels of testosterone have never been thought to contribute to a serious disease other than heart disease．",B
